Episode,Reward,Avg10,Epsilon,UniqueStates
1,-18.72791519434689,-18.72791519434689,0.995,131
2,-39.9293286219087,-39.9293286219087,0.990025,213
3,37.809187279150734,37.809187279150734,0.985074875,256
4,-29.328621908127694,-29.328621908127694,0.9801495006250001,344
5,2.4734982332145705,2.4734982332145705,0.9752487531218751,448
6,-36.39575971731512,-36.39575971731512,0.9703725093562657,501
7,9.540636042401625,9.540636042401625,0.9655206468094844,577
8,-39.929328621908645,-39.929328621908645,0.960693043575437,646
9,-29.32862190812757,-29.32862190812757,0.9558895783575597,671
10,-18.727915194346707,-18.727915194346707,0.9511101304657719,739
11,-32.86219081272146,-17.6678445229689,0.946354579813443,772
12,16.607773851588917,-12.014134275619135,0.9416228069143757,814
13,37.809187279152496,-12.014134275618959,0.9369146928798039,880
14,34.27561837455805,-5.653710247350384,0.9322301194154049,908
15,-15.194346289753438,-7.420494699647184,0.9275689688183278,982
16,30.74204946996405,-0.706713780919268,0.9229311239742362,1051
17,34.27561837455866,1.7667844522964358,0.918316468354365,1084
18,-22.261484098940674,3.5335689045932326,0.9137248860125932,1170
19,30.742049469963497,9.540636042402339,0.9091562615825302,1214
20,27.208480565370593,14.13427561837407,0.9046104802746175,1246
21,34.27561837455694,20.848056537101908,0.9000874278732445,1281
22,-43.46289752650239,14.840989399292777,0.8955869907338783,1312
23,-29.32862190812798,8.12720848056473,0.8911090557802088,1339
24,-29.32862190812748,1.766784452296178,0.8866535105013078,1397
25,-18.727915194346824,1.4134275618368395,0.8822202429488013,1486
26,-8.127208480566308,-2.4734982332161963,0.8778091417340573,1558
27,41.342756183746026,-1.7667844522974598,0.8734200960253871,1644
28,-54.063604240283354,-4.946996466431728,0.8690529955452602,1662
29,-57.59717314487693,-13.78091872791577,0.8647077305675338,1696
30,-18.727915194346785,-18.374558303887508,0.8603841919146962,1761
31,9.54063604240198,-20.848056537103005,0.8560822709551227,1780
32,34.275618374557034,-13.074204946997062,0.851801859600347,1790
33,-11.660777385159538,-11.307420494700219,0.8475428503023453,1842
34,-32.862190812721636,-11.660777385159633,0.8433051360508336,1877
35,6.007067137808377,-9.187279151944114,0.8390886103705794,1960
36,20.141342756183313,-6.3604240282691515,0.8348931673187264,2019
37,-11.66077738515964,-11.660777385159719,0.8307187014821328,2087
38,-32.86219081272103,-9.540636042403486,0.8265651079747222,2103
39,30.742049469965018,-0.7067137809192909,0.8224322824348486,2188
40,-57.597173144876926,-4.593639575972305,0.8183201210226743,2240
41,-4.59363957597215,-6.0070671378097185,0.8142285204175609,2315
42,-29.32862190812804,-12.367491166078226,0.810157377815473,2320
43,-39.929328621908816,-15.194346289753152,0.8061065909263957,2323
44,-32.86219081272151,-15.194346289753138,0.8020760579717637,2325
45,-57.597173144876976,-21.554770318021674,0.798065677681905,2360
46,-18.727915194346604,-25.441696113074666,0.7940753492934954,2392
47,-18.727915194346544,-26.148409893993357,0.7901049725470279,2419
48,-4.593639575972746,-23.321554770318528,0.7861544476842928,2477
49,34.275618374558235,-22.968197879859208,0.7822236754458713,2506
50,-50.5300353356895,-22.261484098940464,0.778312557068642,2509
51,-61.130742049470534,-27.915194346290303,0.7744209942832988,2512
52,-43.46289752650229,-29.32862190812773,0.7705488893118823,2543
53,-50.53003533568956,-30.3886925795058,0.7666961448653229,2574
54,-29.328621908127676,-30.035335689046416,0.7628626641409962,2602
55,-29.328621908127896,-27.208480565371513,0.7590483508202912,2605
56,-32.8621908127212,-28.621908127208975,0.7552531090661897,2618
57,-39.92932862190876,-30.742049469965195,0.7514768435208588,2623
58,16.607773851588746,-28.621908127209043,0.7477194593032545,2642
59,-46.99646643109605,-36.74911660777447,0.7439808620067382,2643
60,34.275618374557936,-28.268551236749726,0.7402609576967045,2647
61,34.275618374559016,-18.727915194346775,0.736559652908221,2697
62,-25.795053003534203,-16.961130742049967,0.7328768546436799,2699
63,-64.66431095406425,-18.374558303887433,0.7292124703704616,2719
64,-22.26148409894045,-17.66784452296871,0.7255664080186093,2760
65,-43.46289752650204,-19.081272084806123,0.7219385759785162,2760
66,-15.194346289752707,-17.314487632509277,0.7183288830986236,2813
67,34.275618374558576,-9.893992932862542,0.7147372386831305,2826
68,-43.46289752650255,-15.901060070671672,0.7111635524897149,2845
69,-43.46289752650235,-15.547703180212304,0.7076077347272662,2858
70,-50.530035335689824,-24.02826855123708,0.7040696960536299,2860
71,-32.86219081272137,-30.742049469965117,0.7005493475733617,2902
72,-29.328621908127747,-31.09540636042447,0.697046600835495,2914
73,-43.46289752650236,-28.975265017668285,0.6935613678313175,2939
74,-39.929328621908624,-30.7420494699651,0.6900935609921609,2948
75,-61.130742049470754,-32.50883392226197,0.6866430931872001,2952
76,-57.59717314487703,-36.749116607774404,0.6832098777212641,2956
77,-46.9964664310962,-44.87632508833988,0.6797938283326578,2988
78,30.742049469963668,-37.45583038869326,0.6763948591909945,2997
79,-32.86219081272138,-36.39575971731516,0.6730128848950395,3023
80,-25.795053003534136,-33.92226148409959,0.6696478204705644,3051
81,-25.795053003534218,-33.21554770318088,0.6662995813682115,3100
82,-68.19787985865756,-37.10247349823386,0.6629680834613705,3101
83,-46.99646643109616,-37.455830388693236,0.6596532430440636,3117
84,34.275618374557766,-30.035335689046597,0.6563549768288433,3139
85,41.34275618374722,-19.787985865724803,0.653073201944699,3180
86,-4.593639575972013,-14.4876325088343,0.6498078359349755,3186
87,-25.795053003534345,-12.367491166078116,0.6465587967553006,3186
88,-39.929328621908354,-19.43462897526532,0.6433260027715241,3209
89,-54.06360424028324,-21.554770318021504,0.6401093727576664,3216
90,-39.9293286219083,-22.96819787985892,0.6369088258938781,3216
91,-11.660777385159882,-21.554770318021486,0.6337242817644086,3243
92,-43.46289752650246,-19.081272084805978,0.6305556603555866,3352
93,55.47703180212264,-8.833922261484096,0.6274028820538087,3394
94,-57.59717314487712,-18.021201413427583,0.6242658676435396,3395
95,-22.261484098940535,-24.38162544169636,0.6211445383053219,3425
96,-29.328621908127584,-26.85512367491192,0.6180388156137953,3436
97,-57.59717314487708,-30.03533568904619,0.6149486215357263,3447
98,-61.13074204947074,-32.15547703180243,0.6118738784280476,3450
99,-50.53003533568974,-31.802120141343078,0.6088145090359074,3455
100,-50.530035335689654,-32.86219081272122,0.6057704364907278,3456
101,9.540636042403927,-30.742049469964837,0.6027415843082742,3511
102,34.275618374560594,-22.96819787985853,0.5997278763867329,3512
103,-43.46289752650194,-32.86219081272098,0.5967292370047992,3512
104,-25.795053003533933,-29.68197879858667,0.5937455908197752,3531
105,-54.0636042402834,-32.862190812720954,0.5907768628656763,3531
106,-64.66431095406429,-36.395759717314625,0.5878229785513479,3534
107,-54.063604240283354,-36.04240282685525,0.5848838636585911,3538
108,-8.127208480566184,-30.742049469964797,0.5819594443402982,3551
109,41.342756183747674,-21.554770318021056,0.5790496471185967,3586
110,-11.66077738515914,-17.667844522968004,0.5761543988830038,3609
111,-46.99646643109604,-23.321554770318002,0.5732736268885887,3609
112,-54.063604240283425,-32.155477031802405,0.5704072587541458,3629
113,16.60777385159156,-26.14840989399305,0.567555222460375,3673
114,-32.86219081272138,-26.855123674911795,0.5647174463480732,3682
115,20.141342756182418,-19.434628975265216,0.5618938591163328,3725
116,-22.261484098940706,-15.194346289752858,0.5590843898207511,3751
117,-54.06360424028333,-15.194346289752854,0.5562889678716474,3751
118,2.4734982332156576,-14.13427561837467,0.5535075230322891,3778
119,-46.996466431096174,-22.968197879859055,0.5507399854171277,3801
120,34.27561837455702,-18.37455830388744,0.547986285490042,3803
121,-61.13074204947061,-19.7879858657249,0.5452463540625918,3803
122,-11.66077738515973,-15.547703180212528,0.5425201222922789,3839
123,-43.46289752650231,-21.554770318021916,0.5398075216808175,3842
124,-46.99646643109619,-22.968197879859396,0.5371084840724134,3846
125,-50.53003533568978,-30.035335689046615,0.5344229416520513,3891
126,13.074204946995533,-26.50176678445299,0.531750826943791,3958
127,-57.597173144876926,-26.855123674912353,0.5290920728090721,3962
128,-54.0636042402832,-32.50883392226224,0.5264466124450268,3966
129,-15.194346289753307,-29.32862190812795,0.5238143793828016,3994
130,-18.727915194346497,-34.6289752650183,0.5211953074858876,4009
131,-8.12720848056579,-29.328621908127822,0.5185893309484582,4030
132,41.34275618374725,-24.028268551237122,0.5159963842937159,4051
133,-54.06360424028304,-25.088339222615197,0.5134164023722473,4051
134,-18.727915194346675,-22.261484098940244,0.510849320360386,4076
135,-25.795053003534044,-19.78798586572467,0.5082950737585841,4107
136,-64.66431095406423,-27.56183745583065,0.5057535983897912,4116
137,13.074204946995284,-20.494699646643426,0.5032248303978422,4133
138,-39.92932862190859,-19.081272084805967,0.500708706245853,4135
139,-43.46289752650208,-21.908127208480842,0.4982051627146237,4152
140,-61.130742049470776,-26.14840989399327,0.49571413690105054,4156
141,27.208480565371133,-22.61484098939958,0.4932355662165453,4184
142,-18.72791519434619,-28.621908127208922,0.4907693883854626,4199
143,-39.92932862190884,-27.208480565371502,0.4883155414435353,4201
144,-64.6643109540641,-31.802120141343245,0.4858739637363176,4202
145,37.8091872791541,-25.44169611307443,0.483444593917636,4203
146,62.54416961131205,-12.7208480565368,0.4810273709480478,4341
147,-22.261484098940752,-16.254416961130406,0.47862223409330756,4362
148,-61.130742049470655,-18.37455830388661,0.47622912292284103,4363
149,-4.5936395759724125,-14.487632508833645,0.4738479773082268,4382
150,-11.660777385159275,-9.540636042402493,0.47147873742168567,4396
151,-36.395759717314824,-15.90106007067109,0.46912134373457726,4413
152,-64.6643109540643,-20.494699646642903,0.46677573701590436,4413
153,-43.46289752650231,-20.84805653710225,0.46444185833082485,4427
154,-50.530035335689604,-19.434628975264797,0.46211964903917074,4443
155,-78.79858657243791,-31.095406360424,0.4598090507939749,4443
156,27.208480565372824,-34.62897526501793,0.457510005540005,4444
157,-32.862190812721664,-35.68904593639601,0.45522245551230495,4444
158,34.275618374559414,-26.148409893993005,0.4529463432347434,4462
159,-25.79505300353435,-28.268551236749197,0.4506816115185697,4541
160,-50.53003533568966,-32.15547703180224,0.4484282034609769,4542
161,-18.72791519434683,-30.38869257950544,0.446186062443672,4558
162,-18.727915194346714,-25.795053003533678,0.4439551321314536,4600
163,-4.593639575972732,-21.908127208480725,0.4417353564707963,4649
164,-4.593639575971659,-17.31448763250893,0.43952667968844233,4661
165,9.540636042402534,-8.480565371024884,0.43732904629000013,4680
166,-25.795053003534374,-13.780918727915605,0.4351424010585501,4710
167,-54.06360424028344,-15.90106007067178,0.43296668905325736,4712
168,41.34275618374719,-15.194346289753003,0.43080185560799106,4731
169,-29.32862190812801,-15.54770318021237,0.4286478463299511,4731
170,-50.530035335689625,-15.547703180212366,0.42650460709830135,4732
171,-8.127208480566084,-14.487632508834292,0.42437208406280985,4758
172,-25.795053003534125,-15.194346289753032,0.4222502236424958,4777
173,-71.73144876325112,-21.90812720848087,0.42013897252428334,4778
174,-75.2650176678445,-28.975265017668157,0.4180382776616619,4778
175,-54.06360424028331,-35.33568904593674,0.4159480862733536,4809
176,59.010600706717966,-26.855123674911503,0.41386834584198684,4849
177,-55.19151943462661,-26.967915194345824,0.4117990041127769,4871
178,-54.06360424028349,-36.50855123674889,0.40974000909221303,4875
179,-39.929328621908326,-37.56862190812693,0.40769130904675194,4890
180,-64.66431095406429,-38.982049469964394,0.40565285250151817,4893
181,-50.53003533568963,-43.22233215547674,0.4036245882390106,4910
182,-43.46289752650247,-44.98911660777358,0.4016064652978155,4976
183,-61.130742049470726,-43.92904593639554,0.3995984329713264,4997
184,-25.79505300353411,-38.9820494699645,0.3976004408064698,4998
185,-64.66431095406418,-40.042120141342586,0.39561243860243744,4998
186,-46.99646643109618,-50.642826855124,0.3936343764094253,4998
187,-78.79858657243791,-53.00353356890513,0.39166620452737816,4998
188,27.208480565370714,-44.87632508833971,0.3897078735047413,5011
189,-50.530035335689824,-45.93639575971786,0.3877593341372176,5011
190,-57.59717314487689,-45.22968197879912,0.3858205374665315,5011
191,-8.127208480565661,-40.98939929328672,0.38389143477919885,5051
192,-61.13074204947065,-42.75618374558354,0.3819719776053028,5068
193,13.074204946997494,-35.33568904593672,0.3800621177172763,5101
194,27.208480565373222,-30.035335689045986,0.37816180712868996,5127
